"","ID","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","COMMENTS","CREATED_BY_USER_ID","CREATED_DATETIME","MODIFIED_BY_USER_ID","MODIFIED_DATETIME","REF_WADS_PROGRAM_ID","REF_WADS_DEPARTMENT_ID","IS_ACTIVE","IS_MANUAL_ENTRY_ALLOWED"
"254",1206,"7361B","O/T Follow-up Visit - All items found in Compliance-most recent visit","Record the number of follow-up inspections conducted at a commerce site that was found compliant in the most recent visit within the 12 month time period established for each site on Overtime.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:17:04.0000000",12,1,TRUE,TRUE
"255",1207,"6361C","Follow-up Visit ? Non-Compliant  items previously found","Record the number of follow-up inspections conducted at a commerce site found non-compliant in the most recent visit within the 12 month time period established for each site on Regular Time.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 09:03:00.0000000",12,1,TRUE,TRUE
"256",1208,"7361C","O/T Follow-up Visit - Non-Compliant  items previously found","Record the number of follow-up inspections conducted at a commerce site found non-compliant in the most recent visit within the 12 month time period established for each site on Overtime.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:17:51.0000000",12,1,TRUE,TRUE
"257",1209,"6361D","Commerce Site Visit resulting from Referral/Tip/Recall","Record the number of commerce site inspections resulting from a referral/tip (internal or external) including recall inspections during Regular Time.",NA,0,"2011-12-05 15:24:54.0000000",0,"2007-03-06 11:23:11.0000000",12,1,TRUE,TRUE
"258",1210,"7361D","O/T Commerce Site Visit resulting from Referral/Tip/Recall","Record the number of commerce site inspections resulting from a referral/tip (internal or external) including recall inspections during Overtime.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-29 09:08:01.0000000",12,1,TRUE,TRUE
"259",1211,"6361E","Positive Visit (i.e., non-compliant items were found)","Record the number of visits to commerce sites where one or more non-compliant items were found.  A single positive visit will be Recorded regardless of the number of items found.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 09:03:56.0000000",12,1,TRUE,TRUE
"260",1213,"6350B","First Time EAN Issue for a commodity (Commerce Site / Domestic Source)","Record the number of first time Emergency Action Notifications issued for actions taken on a commodity (seized, re-exported, treated) at a commerce site or domestic source (residential) from a Regular Time.  This would also include recalls.  Do not include Holds. Record holds under 6350D.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:43:10.0000000",12,1,TRUE,TRUE
"261",1214,"6350C","Repeat EAN Issued for a commodity (Commerce Site / Domestic Source)","Record the number of repeat Emergency Action Notifications issued to a commerce site or domestic source (residential) for actions taken (seized, re-exported, treated) on the same commodity from an Regular Time visit.  This would also include recalls. Do not include Holds. Record holds under 6350D.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:45:31.0000000",12,1,TRUE,TRUE
"262",1215,"6350D","Commerce EAN Holds","Record the number of EANs issued to place a hold on a product when the product at a commerce site and was released on Regular Time with no further action taken.  Only record after the final determination has been made.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:45:17.0000000",12,1,TRUE,TRUE
"263",1216,"6357A","Tracebacks Initiated","Record the number of tracebacks initiated by your work unit.  Do not count traceback actions forwarded to your location from another work unit",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:55:40.0000000",12,1,TRUE,TRUE
"264",1217,"6357B","Tracebacks Completed (Non-Compliant)","The work unit closing the traceback shall record the number of non-compliant pathways completed at the domestic importer level or domestic source.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-11-08 15:14:49.0000000",12,1,TRUE,TRUE
"265",1218,"6357C","Tracebacks Completed (Compliant)","The work unit closing the traceback shall record the number of tracebacks found compliant.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:55:55.0000000",12,1,TRUE,TRUE
"266",1219,"6357D","Tracebacks Completed (Dead End)","The work unit closing the traceback shall record the number of dead end tracebacks.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 08:56:04.0000000",12,1,TRUE,TRUE
"267",1220,"6359A","POE Joint (PPQ/CBP) Special Operation Work Proposals Written","Record the number of written joint special operation work plans proposed with CBP at ports of entry.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 09:00:16.0000000",12,1,TRUE,TRUE
"268",1221,"6359B","POE Joint (PPQ/CBP) Special Operation Work Proposals Approved","Record the number of joint special operations at ports of entry approved by CBP.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 09:00:20.0000000",12,1,TRUE,TRUE
"269",1222,"6359C","POE Joint (PPQ/CBP) Special Operation Work Proposals Completed","Record the number of joint special operations with CBP at ports of entry completed in the air, land, sea, rail, inland, mail and express carrier pathways.",NA,0,"2011-12-05 15:24:54.0000000",0,"2006-09-22 09:00:26.0000000",12,1,TRUE,TRUE
"270",1223,"1139A","USPS Express Mail Interception Notices Issued (Form 287)","Record the number of Mail Interception Notices (Form 287) issued from USPS Express Mail.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:16.0000000",40,2,FALSE,TRUE
"271",1226,"1130B","Express Courier Packages Inspected","Record the number of packages which have been physically opened and inspected by Agriculture at a courier facility or via a courier conveyance (FedEx, DHL, UPS, etc.) for express courier packages.  Packages that have been x-rayed only are recorded under code 1137B.  An Express Courier is defined in 19 CFR 128.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:31:49.0000000",46,2,TRUE,TRUE
"272",1227,"1131B","Express Courier regulated/prohibited Plant/Plant Products","Express Courier Plant/Plant Product Interceptions: Record the number of regulated/prohibited plants/plant products intercepted from express courier packages (FedEx, DHL, UPS, etc.). NOTE: Three different fruits would count as three interceptions. Three oranges seized out of one container would count as one interception.""",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:33:24.0000000",46,2,TRUE,TRUE
"273",1229,"1137B","Number Of Express Courier Packages X-Rayed","Record the number of Express Courier (FedEx, DHL, UPS, etc.) packages x-rayed.",NA,0,"2011-12-05 15:24:54.0000000",0,"2010-08-30 09:56:56.0000000",46,2,TRUE,TRUE
"274",1231,"1132BP","Express Courier regulated/prohibited  Avian Meat/Meat Products","Express Courier Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from express courier packages (FedEx, DHL, UPS, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:39:41.0000000",46,2,TRUE,TRUE
"275",1232,"1132BD","Express Courier regulated/prohibited Milk/Milk Products","Express Courier Milk/Milk Product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from express courier packages (FedEx, DHL, UPS, etc).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:41:00.0000000",46,2,TRUE,TRUE
"276",1233,"1132BR","Express Courier regulated/prohibited Ruminant Meat/Meat Products","Express Courier Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from express courier packages (FedEx, DHL, UPS, etc).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:42:21.0000000",46,2,TRUE,TRUE
"277",1234,"1132BS","Express Courier regulated/prohibited Swine Meat/Meat Products","Express Courier Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from Express Courier (FedEx, DHL, UPS, etc).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:44:36.0000000",46,2,TRUE,TRUE
"278",1241,"1134BP","Express Courier regulated/prohibited Avian Byproduct","Express Courier Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from Express Courier (FedEx, DHL, UPS, etc).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:50:50.0000000",46,2,TRUE,TRUE
"279",1242,"1134BD","Express Courier QMIs Dairy Byproduct","Record the number of inedible Dairy byproduct interceptions from Express Courier (FedEx, DHL, UPS, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:16.0000000",46,2,FALSE,TRUE
"280",1243,"1134BR","Express Courier regulated/prohibited Ruminant Byproducts","Express Courier Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from Express Courier (FedEx, DHL, UPS, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:51:49.0000000",46,2,TRUE,TRUE
"281",1244,"1134BS","Express Courier regulated/prohibited Swine Byproducts","Express Courier Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from Express Courier (FedEx, DHL, UPS, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-05 21:53:02.0000000",46,2,TRUE,TRUE
"282",1391,"1039AP","Airport QMIs Avian Meat/Meat Products - Baggage","Baggage Avian Meat/Meat Product:  an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from air passenger/crew baggage inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:37:23.0000000",2,2,TRUE,TRUE
"283",1392,"1039AD","Airport QMIs Milk/milk products - Baggage","Baggage Milk/milk product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from air passenger/crew baggage inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:34:46.0000000",2,2,TRUE,TRUE
"284",1393,"1039AR","Airport QMIs Ruminant Meat/Meat Products - Baggage","Baggage Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from air passenger/crew baggage inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:38:11.0000000",2,2,TRUE,TRUE
"285",1394,"1039AS","Airport QMIs Swine Meat/Meat Products - Baggage","Baggage Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from air passenger/crew baggage inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:38:57.0000000",2,2,TRUE,TRUE
"286",1401,"1041AP","Airport QMIs Avian Byproducts - Baggage","Baggage Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from air passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:53:18.0000000",2,2,TRUE,TRUE
"287",1402,"1041AD","Airport Baggage QMIs Dairy Byproduct","Record the number of inedible Dairy byproducts from air passenger/crew baggage.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:13.0000000",2,2,FALSE,TRUE
"288",1403,"1041AR","Airport  QMIs Ruminant Byproducts - Baggage","Baggage Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from air passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:54:02.0000000",2,2,TRUE,TRUE
"289",1404,"1041AS","Airport QMIs Swine Byproducts - Baggage","Baggage Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption). Ingredients lists should be checked for meat products; determine and record the dominant meat type. Record the number of swine meat / meat product / meat byproduct interceptions from air passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-02-22 12:54:50.0000000",2,2,TRUE,TRUE
"290",1411,"1011AP","Maritime QMIs Avian Meat/Meat Products - Baggage","Baggage Avian Meat/Meat Product:  an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from maritime passenger/crew baggage inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:11:33.0000000",1,2,TRUE,TRUE
"291",1412,"1011AD","Maritime QMIs  Milk/milk Products  - Baggage","Baggage Milk/milk products is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from maritime passenger/crew baggage inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:10:26.0000000",1,2,TRUE,TRUE
"292",1413,"1011AR","Maritime QMIs Ruminant Meat/Meat Products - Baggage","Baggage Ruminant Meat/Meat Product:  an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from maritime passenger/crew baggage inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:12:02.0000000",1,2,TRUE,TRUE
"293",1414,"1011AS","Maritime QMIs Swine Meat/Meat Products - Baggage","Baggage Swine Meat/Meat Products:  an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from maritime passenger/crew baggage inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:12:31.0000000",1,2,TRUE,TRUE
"294",1421,"1013AP","Maritime QMIs Avian Byproduct - Baggage","Baggage Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from maritime passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:16:23.0000000",1,2,TRUE,TRUE
"295",1422,"1013AD","Maritime Baggage QMIs Dairy Byproduct","Record the number of inedible Dairy byproducts from maritime passenger/crew baggage.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:13.0000000",1,2,FALSE,TRUE
"296",1423,"1013AR","Maritime QMIs Ruminant Byproduct - Baggage","Baggage Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from maritime passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:17:01.0000000",1,2,TRUE,TRUE
"297",1424,"1013AS","Maritime QMIs Swine Byproduct - Baggage","Baggage Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from maritime passenger/crew baggage.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 14:17:29.0000000",1,2,TRUE,TRUE
"298",1431,"1072AP","Land Border QMIs Avian Meat/Meat Products - Vehicle","Vehicle Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 10:00:34.0000000",3,2,TRUE,TRUE
"299",1432,"1072AD","Land Border QMIs Milk/Milk Products - Vehicle","Vehicle Milk/milk product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from vehicular inspections.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 09:58:47.0000000",3,2,TRUE,TRUE
"300",1433,"1072AR","Land Border QMIs Ruminant Meat/Meat Products - Vehicle","Vehicle Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 10:00:55.0000000",3,2,TRUE,TRUE
"301",1434,"1072AS","Land Border QMIs Swine Meat/Meat Products - Vehicle","Vehicle Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 10:01:20.0000000",3,2,TRUE,TRUE
"302",1440,"1074AP","Land Border QMIs Avian Byproduct - Vehicle","Vehicle Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 21:42:06.0000000",3,2,TRUE,TRUE
"303",1441,"1074AD","Land Border QMIs Dairy Byproduct - Vehicle","Record the number of inedible Dairy byproduct interceptions a vehicular inspection.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:13.0000000",3,2,FALSE,TRUE
"304",1442,"1074AR","Land Border QMIs Ruminant Byproduct - Vehicle","Vehicle Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 21:42:36.0000000",3,2,TRUE,TRUE
"305",1443,"1074AS","Land Border QMIs Swine Byproduct - Vehicle","Vehicle Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from a vehicular inspection.",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-16 21:43:28.0000000",3,2,TRUE,TRUE
"306",1450,"1099AP","Pre-clearance QMIs Avian Meat/Meat Products","Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions found from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:02:23.0000000",41,2,TRUE,TRUE
"307",1451,"1099AD","Pre-Clearance QMIs Milk/Milk Products","Milk/Milk Product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions.  Record the number of Milk/Milk Product interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:00:51.0000000",41,2,TRUE,TRUE
"308",1452,"1099AR","Pre-Clearance QMIs Ruminant Meat/Meat Products","Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:02:53.0000000",41,2,TRUE,TRUE
"309",1453,"1099AS","Pre-Clearance QMIs Swine Meat/Meat Products","Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:03:26.0000000",41,2,TRUE,TRUE
"310",1460,"1099CP","Pre-Clearance QMIs Avian Byproduct","Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:06:25.0000000",41,2,TRUE,TRUE
"311",1461,"1099CD","Pre-Clearance QMIs Dairy Byproduct","Record the number of inedible Dairy byproducts from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:14.0000000",41,2,FALSE,TRUE
"312",1462,"1099CR","Pre-Clearance QMIs Ruminant Byproduct","Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:06:54.0000000",41,2,TRUE,TRUE
"313",1463,"1099CS","Pre-Clearance QMIs Swine Byproduct","Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",NA,0,"2011-12-05 15:24:54.0000000",0,"2008-03-10 10:07:41.0000000",41,2,TRUE,TRUE
"314",1470,"1132P","USPS Mail QMIs Avian (including parcel post and express)","USPS Mail Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express). Source Document is PPQ Form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"315",1471,"1132D","USPS Mail QMIs Dairy (including parcel post and express)","USPS Mail Milk/milk Product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from USPS mail inspections (parcel post and express). Source document is PPQ form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"316",1472,"1132R","USPS Mail QMIs Ruminant (including parcel post and express)","USPS Mail Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express).  Source document is PPQ form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"317",1473,"1132S","USPS Mail QMIs Swine (including parcel post and express)","USPS Mail Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express). Source document is PPQ form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"318",1480,"1134P","USPS Mail QMIs Avian Byproduct (including parcel post and express)","USPS Mail Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from USPS mail inspections (parcel post and express).  Source document is PPQ form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"319",1481,"1134D","USPS Mail QMIs Dairy Byproduct","Record the number of inedible Dairy byproduct interceptions from USPS parcel post mail inspections.  Source document is PPQ form 287
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-08 19:38:38.0000000",42,2,FALSE,TRUE
"320",1482,"1134R","USPS Mail QMIs Ruminant Byproduct (including parcel post and express)","USPS Mail Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from USPS mail inspections (parcel post and express).  Source document is PPQ form 287.",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"321",1483,"1134S","USPS Mail QMIs Swine Byproduct (including parcel post and express)","USPS Mail Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from USPS mail inspections (parcel post and express)",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-12 03:37:17.0000000",42,2,TRUE,TRUE
"322",1490,"1132AP","USPS Express Mail QMIs Avian","Record the number of Avian interceptions found from USPS Express Mail packages.  Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"323",1491,"1132AD","USPS Express Mail QMIs Dairy","Record the number of Dairy interceptions from USPS Express Mail packages. Source document is PPQ form 287
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"324",1492,"1132AR","USPS Express Mail QMIs Ruminant","Record the number of Ruminant interceptions from USPS Express Mail. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"325",1493,"1132AS","USPS Express Mail QMIs Swine","Record the number of Swine interceptions from  USPS Express Mail packages. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"326",1500,"1134AP","USPS Express Mail QMIs Avian Byproduct","Record the number of inedible Avian byproduct interceptions from USPS Express Mail packages. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"327",1501,"1134AD","USPS Express Mail QMIs Dairy Byproduct","Record the number of inedible Dairy byproducts interceptions from USPS Express Mail packages. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:15.0000000",40,2,FALSE,TRUE
"328",1502,"1134AR","USPS Express Mail QMIs Ruminant Byproduct","Record the number of inedible Ruminant byproduct interceptions from USPS Express Mail packages. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:16.0000000",40,2,FALSE,TRUE
"329",1503,"1134AS","USPS Express Mail QMIs Swine Byproduct","Record the number of inedible Swine byproduct interceptions from USPS Express Mail packages. Source document is PPQ form 287.
",NA,0,"2011-12-05 15:24:54.0000000",0,"2024-04-19 18:58:16.0000000",40,2,FALSE,TRUE
"330",1511,"1088A","Pre-Clearance All Aircraft  Departures","Report the total number of commercial passenger aircraft departing to the United States under the Pre-Clearance program.(i.e. Non-US origin in the Caribbean islands and Canadian ports).",NA,0,"2011-12-05 15:24:53.0000000",0,"2008-03-10 09:57:04.0000000",41,2,TRUE,TRUE
"331",1512,"1037A","Airport QMIs Soil- Baggage","Record the number of soil interceptions from passenger and/or crew baggage.",NA,0,"2011-12-05 15:24:53.0000000",0,"2010-02-24 13:02:03.0000000",2,2,TRUE,TRUE
