"","CITY_DEST_NAME","STATE_DEST_CD"
"40637","Lake Elsignore","CA"
"40638","Redwing","MN"
"40639","Darlington","OR"
"40640","Sryacruse","NY"
"40641","Thornwood ","NY"
"40642","frankfurt","KY"
"40643","East Atlantic ","NY"
"40644","Chuckwalla","CA"
"40645","palmeto","FL"
"40646","EAGLEWOOD","FL"
"40647","Brooklyn newy","NY"
"40648","Australia ","IT"
"40649","Bronston","KY"
"40650","West Balm Beach","FL"
"40651","North Tonawanda ","NY"
"40652","San turce","PR"
"40653","BRIERFIELD","AL"
"40654","Hasienda Heights","CA"
"40655","Friendsville ","MD"
"40656","TRENTON","TX"
"40657","Bath - 04530","ME"
"40658","Vancouver, BC, Canada","IT"
"40659","Washington, D.C.","WA"
"40660","Marin County","CA"
"40661","Phoenix  ","MD"
"40662","Warsaw","IT"
"40663","Hatsville","SC"
"40664","Elizavethtown","PA"
"40665","Byran","TX"
"40666","Texarkana ","TX"
"40667","west colombia","SC"
"40668","Dallas Fort Woth ","TX"
"40669","nacomes","FL"
"40670","CHAPEL","NC"
"40671","derrian","CT"
"40672","BEACHWWOD","NJ"
"40673","FINDLAY","IL"
"40674","ANANHEIM","CA"
"40675","Landenburg ","PA"
"40676","Myrile Beach","SC"
"40677","SPURGEON","IN"
"40678","Indianaopolis ","IN"
"40679","Carry","NC"
"40680","CROWN POINT ","IN"
"40681","Lollita","TX"
"40682","Russel","MN"
"40683","bornsville","TX"
"40684","Portidge","IN"
"40685","CHAMPLAIN","IL"
"40686","Amherst ","NJ"
"40687","CLERKS","MI"
"40688","Largo Vista","TX"
"40689","Rowland Height","CA"
"40690","shv6320","TX"
"40691","west sandlake","NY"
"40692","Watertown","NM"
"40693","1349","TX"
"40694","SMITTS CREEK","MI"
"40695","SAN JUAN ISLAND","WA"
"40696","mattawamkeg","ME"
"40697","TEMECUULA","CA"
"40698","CHICAGO ","IT"
"40699","Stuttgard","AR"
"40700","Fair Heaven","NJ"
"40701","Atllanta","GA"
"40702","Colling Dale","PA"
"40703","Santa Clara","SC"
"40704","WAY GAITHERGBURG","MD"
"40705","Kendal Park ","NJ"
"40706","Mount Pocono ","PA"
"40707","BOCXA RATON, 33431","FL"
"40708","HOPS","NM"
"40709","MANTINSBURG","WV"
"40710","Pensacola","KY"
"40711","RPA6A1A","AZ"
"40712","Hearldsburg","CA"
"40713","Fairbanks, 99706","AK"
"40714","Kapolai","HI"
"40715"," HAMPTON","NH"
"40716","Roxbury ","CT"
"40717","90620","CA"
"40718","Isabella","PR"
"40719","Carsboundin","CA"
"40720","Stanwood","VA"
"40721","Collingwood ","CT"
"40722","Hancock ","VA"
"40723","TUSCALOSA","AL"
"40724","Lostine","OR"
"40725","Livermoore","CO"
"40726","COSTARICA","IT"
"40727","Lake Santeetlah","NC"
"40728","Rehiwe","NC"
"40729","anthony ","TX"
"40730","hempstead","MD"
"40731","Massasas","VI"
"40732","Gran Rapids ","MI"
"40733","Bremen","KY"
"40734","Misssion","TX"
"40735","madisonville","LA"
"40736","Lakes burg","CO"
"40737","River st Bridge","MA"
"40738","welleslley","MA"
"40739","Sanrise","FL"
"40740","warden","IL"
"40741","Kellington","VT"
"40742","Baltirmore","MD"
"40743","NAWBURG PARK","CA"
"40744","806","AK"
"40745","Hillsdale ","NY"
"40746","Nuevo California","CA"
"40747","Sanostee","NM"
"40748","Saint Johns","OH"
"40749","Houston","MA"
"40750","HD51272","OR"
"40751","gladwing","MI"
"40752","Toad Lake","WA"
"40753","Lydenhurst","NJ"
"40754","Brookpark","OH"
"40755","Saint Simons","GA"
"40756","LIVINGTON MANOR","NY"
"40757","Plardmore","OK"
"40758","Randolf","NH"
"40759","Mutant Bay","WA"
"40760","Westchester","CT"
"40761","GUNTER","TX"
"40762","rotunda west","FL"
"40763","Portland ","MN"
"40764","Odesa ","TX"
"40765","LAS  CUMBRES ","CA"
"40766","Hanover","ME"
"40767","Annanndale","VA"
"40768","Sturgeon","MO"
"40769","MANITOBA, CANADA","IT"
"40770","MORONE","WA"
"40771","Mexico","IN"
"40772","hacienda heights ","CA"
"40773","Soldotna","AZ"
"40774","Richmondhill","NY"
"40775","BERKELEY ","CA"
"40776","SALEM","AL"
"40777","LIBURN","GA"
"40778","Stanburry","MO"
"40779","norwood","MN"
"40780","Lowrance","MA"
"40781","Edgemoor","DE"
"40782","New Oleans","LA"
"40783","milwakee","WA"
"40784","Marlin Falls","TX"
"40785","Storrs Mainfield","CT"
"40786","ST. PETERS","MO"
"40787","BERMUDA VIA NEWARK, NJ","IT"
"40788","Matthews ","NC"
"40789","MANALOPAN","NJ"
"40790","ST. CLOUD ","FL"
"40791","Porthill","GA"
"40792","Saint Louisville","OH"
"40793","OGILVIE","MN"
"40794","SANATOBIA","MS"
"40795","Elisabeth","NC"
"40796","Addisleigh Park ","NY"
"40797","MISSION HILL","CA"
"40798","TORBERT ","LA"
"40799","FAUNTAIN HILLS","AZ"
"40800","Ranch Cucamonga","CA"
"40801","Brooklynn Park","MN"
"40802","Sturgis","ND"
"40803","Monticello","WI"
"40804","New Orange City ","NJ"
"40805","New Zeland","IT"
"40806","CONCORD ","NC"
"40807","Baytshore","NY"
"40808","Anderson City","SC"
"40809","Red Brook","NY"
"40810","Summerset ","NJ"
"40811","Lak Havasu City","AZ"
"40812","paska","WA"
"40813","Middle set","NJ"
"40814","Mooreland","IN"
"40815","Jordania","IT"
"40816","Uncasville ","CT"
"40817","HUNTINGTON BEACK","CA"
"40818","Montpelier","VA"
"40819","dmain","IA"
"40820","cOLUMBUS ","NM"
"40821","Rock Tavern ","NY"
"40822","CUNNINGHAM","TN"
"40823","Lake Habasu","AZ"
"40824","Zephyrilis","FL"
"40825","Hartford  ","CT"
"40826","Calrksburg","MD"
"40827","Vero Bch","FL"
"40828","Mountain Break","AL"
"40829","Cleveland ","TN"
"40830","Medford - 02155","MN"
"40831","rose city","MO"
"40832","Woodland","TX"
"40833","pittsfeld","MA"
"40834","Doble Oak ","TX"
"40835","WEST NEWARK","NJ"
"40836","monerey","CA"
"40837","Pelham Bar","NY"
"40838","WESTERN COUNTY","FL"
"40839","PALM BEACH","NY"
"40840","Middle River","MO"
"40841","MEXICO CITY,MEXICO","IT"
"40842","Senegal","GA"
"40843","Saint Albans City","VT"
"40844","Texas City ","TX"
"40845","Charlston","NC"
"40846","BINGHAMTOM","NY"
"40847","Nalogdoches","TX"
"40848","logonville","GA"
"40849","San Ford","ME"
"40850","Seminole ","TX"
"40851","Charlotele","NC"
"40852","Similia","CO"
"40853","ewa beach","HI"
"40854","Whelling","WV"
"40855","Norhport","NY"
"40856","COOPERAS COVE","TX"
"40857","CAMDEN","PA"
"40858","Strafford","MO"
"40859","Langley ","WA"
"40860","St. Clair County ","MI"
"40861","Rancho Viejo ","TX"
"40862","Higginbotham","CT"
"40863","hewitt","WI"
"40864","Decator","AL"
"40865","Westford ","MA"
"40866","Ace","TX"
"40867","conway","AZ"
"40868","WOODBRIDGE","GA"
"40869","PHILDAELPHIA","PA"
"40870","Oakland, Ca.","CA"
"40871","Barfield","FL"
"40872","Kill Deer","ND"
"40873","Keizen","OR"
"40874","WITTMAN","AZ"
"40875","Holy Springs","NC"
"40876","HARMONY","RI"
"40877","5","IT"
"40878","FREEMONT","WI"
"40879"," CAROLINA ","PR"
"40880","Londres","IT"
"40881","Wisconsin Dells ","WI"
"40882","moss lake","WA"
"40883","Fish Kill","NY"
"40884","wintergarden","FL"
"40885","SAN PABLO","IT"
"40886","FORKS","PA"
"40887","Odenton  ","MD"
"40888","peirce","NE"
"40889","LUTHERVILLE TIMONIUM","MD"
"40890","Minnesota City ","MN"
"40891","Boylston - 01505","MA"
"40892","Shelby ","MT"
"40893","mclaine","VA"
"40894","La Rue","WI"
"40895","Rancho Palo Verdes","CA"
"40896","levitown","PA"
"40897","Rosette Park","NJ"
"40898","Moosinee","WI"
"40899","Collumbus","OH"
"40900","Atlanta","AL"
"40901","Rockyhill ","CT"
"40902","Grandview ","TX"
"40903","west land","MI"
"40904","Hampton ","CT"
"40905","Albon","IL"
"40906","Beach","HI"
"40907","VICTORVILLE ","CA"
"40908","German ","MD"
"40909","Aiea ","HI"
"40910","CIEBA","PR"
"40911","Laurel ","MD"
"40912","GRAND JUNCTION","CA"
"40913","Ho-Ho-Kus","NY"
"40914","bellflower","GA"
"40915","Equinunk ","PA"
"40916","Cleveland","IL"
"40917","CHICAGO","LA"
"40918","Grafton ","MA"
"40919","FORT-LAUDERDALE","FL"
"40920","Fordton","NC"
"40921","Keenes","IL"
"40922","Morgen Hill","CA"
"40923","East Village","NE"
"40924","HODGEDON","ME"
"40925","New Vernon","NJ"
"40926","FOREST HILL ","TN"
"40927","West Conway","MA"
"40928","PORT COLLINS","CO"
"40929","CYGNET","OH"
"40930","Woodburg","MN"
"40931","Corvallis","CA"
"40932","Saint Regis","NY"
"40933","Saint Louis","UT"
"40934","Cinncinatti","OH"
"40935","Fallen Waters","WV"
"40936","Manatee","PR"
"40937","catskills","NY"
"40938","s lyon","MI"
"40939","Goshen","AR"
"40940","TALMADGE TOWNSHIP","MI"
"40941","KINGS","PA"
"40942","SHELDEN","VT"
"40943","doraville","FL"
"40944","Hawksville ","GA"
"40945","HOLLAND","CA"
"40946","DeKalb","GA"
"40947","Carthage","IN"
"40948","Truck Tower","MN"
"40949","South Plainefield","NJ"
"40950","Chambersburg","MD"
"40951","CLIFTON CORNERS","NY"
"40952","LEETON","MO"
"40953","MIDLAND","FL"
"40954","Kissmmee","FL"
"40955","ATLANTIC HIGHLAND","NJ"
"40956","BETLEHEM","PA"
"40957","YERSEY CITY","NJ"
"40958","Palisades","NJ"
"40959","Midle Town","NY"
"40960","Harington Park","NJ"
"40961","Sherrodsville","OH"
"40962","Ho-Ho-Kus ","NY"
"40963","Ellsworth","MN"
"40964","elensberg","WA"
"40965","Lake Mary ","FL"
"40966","ASPERMOT","TX"
"40967","Pittsburgh","NC"
"40968","EUEKA","MT"
"40969","noagles","AZ"
"40970","pHILADELPHI","PA"
"40971","EWR","NY"
"40972","Tomban","TX"
"40973","Latham ","NY"
"40974","Not Specified","PA"
"40975","Charlston","IL"
"40976","Helix","CA"
"40977","Port Townsand ","WA"
"40978","BOSTON, MA 02114","MA"
"40979","PHOINEX","AZ"
"40980","Miller Place ","NY"
"40981","Lansing ","KS"
"40982","Town River ","NJ"
"40983","GLANDALE","AZ"
"40984","Leroy","CA"
"40985","LA GUNA NIGUEL","CA"
"40986","Hidden Valley Colony","MT"
"40987","Morrison","TN"
"40988","Mclean Court","VA"
"40989","High Peaks","NY"
"40990","ST, LOUIS","MO"
"40991","LONG ILAND ","NY"
"40992","charlottsvitte","VA"
"40993","phoneix","GA"
"40994","Poliasades Park ","NJ"
"40995","Aspen Hill ","MD"
"40996","SBY1950","TX"
"40997","Fajetteville","NY"
"40998","Salt Lake City ","NY"
"40999","Brant Lake ","NY"
"41000","JAMES","NY"
"41001","ABERDDEEN","MD"
"41002","whitefish","MN"
"41003","Farhill","NJ"
"41004","Bridepost","CT"
"41005","East Oronga","NJ"
"41006","Ontario ","IT"
"41007","Verona ","NY"
"41008","Senatobia ","MS"
"41009","Geyser","MT"
"41010","MT.LAUREL","NJ"
"41011","Willow Spring","NC"
"41012","Wanesboro","PA"
"41013","harkeyville","TX"
"41014","McAllwn","TX"
"41015","Rio Grand City","TX"
"41016","Summerville","NC"
"41017","Minton","ND"
"41018","wAPAHO","HI"
"41019","CULVER CITY","CO"
"41020","Bluefield","NJ"
"41021","North Oaks ","MN"
"41022","Mendon","MO"
"41023","JOHSTON","RI"
"41024","Chatsworth","IL"
"41025","SILVER SPRING, 20906","MD"
"41026","Lancaster ","OH"
"41027","LITTLE TUPPER LAKE","NY"
"41028","PRIOR LAKE ","MN"
"41029","Luffkins","TX"
"41030","Chester","MI"
"41031","BLUE SPRUCE","CT"
"41032","EGALE PASS","TX"
"41033","YELLOWSTONE NATIONAL PARK","MT"
"41034","waucoma","IA"
"41035","ST THOMAS","VI"
"41036","C","IL"
"41037","MENTONE","AL"
"41038","Oak Harbor","VA"
"41039","VINTAGE BAY","CA"
"41040","CALEXCO","ME"
"41041","ANDALUCIA","AL"
"41042","Finland ","IT"
"41043","River Bank ","CA"
"41044","orlando","CA"
"41045","EDIBURG","TX"
"41046","Hadden Township","NJ"
"41047","olympic np","WA"
"41048","La Follette","TN"
"41049","BELFAST, 04915","ME"
"41050","1","IT"
"41051","Ansley","NE"
"41052","Vega","CO"
"41053","HALES CORNER","WI"
"41054","Greenbay ","WI"
"41055","Selman City","TX"
"41056","ROCKLIN ","CA"
"41057","Grants Pass ","WA"
"41058","La Verene","TN"
"41059","Port wayne","IN"
"41060","EASTERN","MD"
"41061","Coral ","FL"
"41062","Chula Vista","CT"
"41063","charston","SC"
"41064","Creston BC","IT"
"41065","WICHESTER","MA"
"41066","ACCOKICK","NC"
"41067","Pervir","CA"
"41068","FAIR FAX","VA"
"41069","ESPANOLA ","NM"
"41070","New York","RI"
"41071","N/A","AL"
"41072","Mexico","AZ"
"41073","Fairbanks","WA"
"41074","Melborun","FL"
"41075","WEST GREENWICH, 02817","RI"
"41076","EDEN ","NC"
"41077","EL PASOL","TX"
"41078","FORT  LAUDERDALE","DC"
"41079","Seattle ","WV"
"41080","ASHLEY LAKE","MT"
"41081","Westwood","AR"
"41082","CHAROLLETTE","NC"
"41083","WATERVILLE","CT"
"41084","Oakwood","CA"
"41085","KENNEDYVILLE","MD"
"41086","las vegast","NV"
"41087","Fall","VA"
"41088","MOOPARK","CA"
"41089","benson  ","AZ"
"41090","CHICKASAW","IA"
"41091","EVERGLADES","FL"
"41092","MCH2543","TX"
"41093","City","NC"
"41094","Pingree","ND"
"41095","Malden 02148","MA"
"41096","Mezcalero","NM"
"41097","SPI ","TX"
"41098","Walpole ","MA"
"41099","Lancater ","PA"
"41100","RUTHERFORD ","NJ"
"41101","LOS ANGELES","NY"
"41102","romeo","ID"
"41103","Victor ","ID"
"41104","South Hoboken","NJ"
"41105","Elkhorn ","WI"
"41106","GALVASTON","TX"
"41107","Miinnetonka","MN"
"41108","Princetown","NY"
"41109","Hill Crest","FL"
"41110","DECATAUR","TX"
"41111","Las Milpes","TX"
"41112","BALTIMORE`","MD"
"41113","Jacksonsville","FL"
"41114","Huron ","SD"
"41115","Bulbery","PA"
"41116","CAPE MAY COUNTY","NJ"
"41117","FTCHBURG","MA"
"41118","Grand canyon National Park","AZ"
"41119","Stanton","TN"
"41120","NORTH KINGSVILLE","OH"
"41121","ASHE","NC"
"41122","reva","VA"
"41123","Suburna Park","MD"
"41124","Slingerland","NY"
"41125","New Horn","CT"
"41126","Hackinsack","NJ"
"41127","Steamwood","IL"
"41128","JAMAICA","IT"
"41129"," HANFORD","CA"
"41130","Crystal Park ","NJ"
"41131","Maple Grove ","MN"
"41132","Manchester, 03104","NH"
"41133","watervile","ME"
"41134","ORLAND TOWN","IN"
"41135","shebuygan","WI"
"41136","newyago","MI"
"41137","EDEN PRAIRIES","MN"
"41138","Bedvidere","IL"
"41139","Mante4ca","CA"
"41140","Dupree","SD"
"41141","FRANKLIN PARK ","IL"
"41142","Montecilo","NY"
"41143","Mc Kinney","TX"
"41144","Simi Village","CA"
"41145","SANDSLON","VA"
"41146","CLENTON","UT"
"41147","Wake County","NC"
"41148","West Windsor ","NJ"
"41149","SAN LEANARDO","CA"
"41150","Bonny Boon","CA"
"41151","North Stratford","NH"
"41152","LAWRENCEVILLE","DE"
"41153","Koromo","IN"
"41154","NEEDHAM - 02492","MA"
"41155","Spartansburg","NC"
"41156","Dural","FL"
"41157","BAYONNE","NH"
"41158","Clayton ","NJ"
"41159","Melwaukee","WV"
"41160","Castleton","IN"
"41161","Noble","IN"
"41162","Rosburg","WA"
"41163","WOBLESVILLE","IN"
"41164","ROGERS ","AZ"
"41165","Aberdeen Township","NJ"
"41166","Logan ","WV"
"41167","Bloomfield ","CO"
"41168","Adelphi ","MD"
"41169","Beamont","CA"
"41170","MONTEREY PARK,","CA"
"41171","LOUVIERS","CO"
"41172","Shawone","KS"
"41173","San Francisco","IA"
"41174","Pen Argy","PA"
"41175","SANILOC","MI"
"41176","Apex","NY"
"41177","Carlock ","IL"
"41178","gulf shore","AL"
"41179","Elkins Park","NJ"
"41180","Hollywood Hills","CA"
"41181","WILBERT","NE"
"41182","hyettsville","MD"
"41183","Ficher","IN"
"41184","Neward","NJ"
"41185","Goodfield","IL"
"41186","Wesley chapel ","FL"
"41187","Long Island","NH"
"41188","Terrytown ","NY"
"41189","Orange County","AR"
"41190","Panama ","IT"
"41191","valporaiso","FL"
"41192","Springville","AR"
"41193","Baylor","TX"
"41194","Baxter Springs ","KS"
"41195","Kingstone ","NY"
"41196","TEMPLE","FL"
"41197","borrego spring","CA"
"41198","Theresa ","NY"
"41199","Kissimmie","FL"
"41200","Santa Teresa ","NM"
"41201","Bellevue","PA"
"41202","KENNETH SQUARE","PA"
"41203","North","OH"
"41204"," Boulder","CO"
"41205","Kimberland ","PA"
"41206","WORRIDGE","IL"
"41207","Scotland","WA"
"41208","Ladera Ranch ","CA"
"41209","North Augsta","SC"
"41210","Starerdt","NH"
"41211","LAVERGAE","TN"
"41212","ORLANDO","OR"
"41213","el psao","TX"
"41214","FAIRFAX","WA"
"41215","Per broke Pines","FL"
"41216","FORT WASHINGTON ","PA"
"41217","college park","CA"
"41218","WEATON","IL"
"41219","JRF","MN"
"41220","De Mois","IA"
"41221","DEL RIO ","TX"
"41222","Brock","NE"
"41223","Afton","MI"
"41224","PORTSVILLE","PA"
"41225","Courtlandt","NY"
"41226","Waxahachie ","TX"
"41227","eagle passs","TX"
"41228","10011","NY"
"41229","casfo","CA"
"41230","RICHMOND","NC"
"41231","ORMAND BEAR","FL"
"41232","PEORIA","CA"
"41233","Battery Park","NY"
"41234","LOISVILLE","KY"
"41235","Allen","OH"
"41236","GROTTES","VA"
"41237","Wanerly","IA"
"41238","CIRCLE CLAY","MN"
"41239","Andersan","SC"
"41240","FRA","MD"
"41241","loomus","CA"
"41242","HARLINEGEN","TX"
"41243","MT LEMMON","AZ"
"41244","APOS","CA"
"41245","Nwe York City","NY"
"41246","Chattanooga","OK"
"41247","Larksville  ","PA"
"41248","SHONEWOOD","IL"
"41249","SAINT KITTS","IT"
"41250","Flemington","MD"
"41251","Orlean","VA"
"41252","Independence ","MN"
"41253","LAWERENCEVILLE","GA"
"41254","Scotia","NE"
"41255","Hyannis ","MA"
"41256","Port Huron","WA"
"41257","su sault marie","MI"
"41258","Milwaukkee","WY"
"41259","Denbrook","TX"
"41260","West Kill","NY"
"41261","Hat borough ","PA"
"41262","Silvis ","IL"
"41263","Princeville","MN"
"41264","South Wilmington ","VT"
"41265","San-Antonio","TX"
"41266","NORTHVILLE","OH"
"41267","LIRO","TX"
"41268","Chewsville","MD"
"41269","Algonquin ","IL"
"41270","Bloomville","MI"
"41271","Rosewood","NY"
"41272","Denver"," "
"41273","Water","MS"
"41274","Somerset Township","MI"
"41275","CAMBRIDGE, MA 02139","MA"
"41276","  ROCKLAND COUNTY","NY"
"41277","TROY ","MI"
"41278","Manasasas","VA"
"41279","Wolfeboro Falls","NH"
"41280","Davidson","NJ"
"41281","Longfield","MN"
"41282","Sparta","MO"
"41283","Haddon ","NJ"
"41284","Norfalk","VA"
"41285","Gainton","CA"
"41286","BOONTOON","NJ"
"41287","Landover"," "
"41288","Panama City Beach ","FL"
"41289","Montgomery  ","AL"
"41290","JAMES CITY","VA"
"41291","Mascotte ","FL"
"41292","national city","MI"
"41293","Evan Lake ","OH"
"41294","Pleasantion","CA"
"41295","Costa Rica","CT"
"41296","Kansan","KS"
"41297","NOSTER","MO"
"41298","Mt. Ephrain","NJ"
"41299","Barceloneta ","PR"
"41300","NEW YORK","HI"
"41301","ST. LUCY","FL"
"41302","Carrolotte","NC"
"41303","Bluegrass","VA"
"41304","bostton","MA"
"41305","Essex Jct 05452","VT"
"41306","Marietta ","OH"
"41307","HOUSTON","OH"
"41308","Watersmeet","MI"
"41309","Olepha","PA"
"41310","dalla","TX"
"41311","CHINA","NY"
"41312","Ohio","TX"
"41313","shore hills","NJ"
"41314","South Ergremont","MA"
"41315","Hadden Heights","NJ"
"41316","SAN ANTONIO","UT"
"41317","Harwood","TX"
"41318","Maurepas","LA"
"41319","Silver Hill","MD"
"41320","Fortson","GA"
"41321","OTTAWA","MI"
"41322","Westford ","CT"
"41323","Chandler Heights","AZ"
"41324","GEORGE TOWN","TX"
"41325","leucadia","CA"
"41326","Chaseley","ND"
"41327","Boldwin Park","CA"
"41328","carmelle","IN"
"41329","Levittown","NJ"
"41330","Anaheiim","CA"
"41331","Kents Hill","MD"
"41332","OAKLEY","NJ"
"41333","Honoeye Falls","NY"
"41334","PINITAS","TX"
"41335","John F. Kennedy","NY"
"41336","Orient","NY"
"41337","Owatona","MN"
"41338","Hillsbrough","CA"
"41339","Chesapeake Bay","MD"
"41340","Sayville ","NJ"
"41341","Greenwich Village ","NY"
"41342","DOSWELL","VA"
"41343","Hopewell Juction","NY"
"41344","PORTHSMOUTH","RI"
"41345","Santa Barbera","CA"
"41346","st angel","MI"
"41347","Aleyandria","AL"
"41348","Colo","IA"
"41349","Sylvania ","OH"
"41350","Nashus","NH"
"41351","CARLSBAD ","CA"
"41352","Billingham","WA"
"41353","Grand Rapids ","MN"
"41354","Demver","CO"
"41355","Maspeth  ","NY"
"41356","N. Truro","MA"
"41357","CHARLESTONE","SC"
"41358","Los Angeles, CA 90025","CA"
"41359","KAYCE","WY"
"41360","LONGBRANCH","CA"
"41361","WOODRIDGE ","IL"
"41362","WILMINGTON ","NC"
"41363","CLARKSVILLE","SC"
"41364","Leeds","UT"
"41365","PHILMONT","VA"
"41366","BELDEN","MS"
"41367","black foot","ID"
"41368","Costa Meza","CA"
"41369","WALKERVILLE","NY"
"41370","Covington ","NY"
"41371","Chambers","AZ"
"41372","MEX","TX"
"41373","IN-TRANSIT","NY"
"41374","ANCHORAGE","ME"
"41375","Beth Paige","NY"
"41376","nasville","TN"
"41377","Sod","WV"
"41378","Slaytun","MN"
"41379","Ft. Pierce","FL"
"41380","FORT. WORTH","TX"
"41381","Brookline, 02467","MA"
"41382","Hardin","KY"
"41383","PARKS","AR"
"41384","OAKRON","VA"
"41385","The Dallas","OR"
"41386","Kingsburg","NY"
"41387","West Lake","FL"
"41388","Alvardo","TX"
"41389","EL CERNITO","CA"
"41390","Dunn","MT"
"41391","harmony","FL"
"41392","Quince ","NY"
"41393","Dumb Beach","VA"
"41394","90245","CA"
"41395","Riverside ","AR"
"41396","HARWITH","MA"
"41397","Philidelphia ","PA"
"41398","Dallas fort worth ","TX"
"41399","Cutchoge","NY"
"41400","Pulteney","NY"
"41401","Havre De grace ","MD"
"41402","New Heaven","FL"
"41403","Juction","AZ"
"41404","GREEN ACRES","OH"
"41405","Toa Payoh","IT"
"41406","CAVALIAR","ND"
"41407","Anchorage ","AR"
"41408","Fall River, 02724","MA"
"41409","Hattiesburg ","MS"
"41410","Brownville","NE"
"41411","COLLEGE STATION","SC"
"41412","West Ford","CT"
"41413","Cambridge - 02140","MA"
"41414","San Luis Bispo","CA"
"41415","Umatilla ","OR"
"41416","middle town","CT"
"41417","CARLSBAD ","NM"
"41418","Hotspring","CA"
"41419","FREMONT","IL"
"41420","EDWARDS","IL"
"41421","BARRIGADA","GU"
"41422","Snoqnalime","WA"
"41423","MUNICE","IN"
"41424","CORINTH ","TX"
"41425","Corvallus","OR"
"41426","Springville","TX"
"41427","SEATLE.","WA"
"41428","Bloomingdale","OH"
"41429","POMPAMO BEACH","FL"
"41430","Mount Baker","VI"
"41431","mouse river","ND"
"41432","Carrol","OH"
"41433","Winchester County","NY"
"41434","Lonoke","TX"
"41435","grenn bay","WI"
"41436","Buckingham","IL"
"41437","ELMA","AR"
"41438","Dillsburg  ","PA"
"41439","Millington","MD"
"41440","woolbridge","NJ"
"41441","Lehi","WA"
"41442","LIHE","UT"
"41443","Bruceton Miles ","WV"
"41444","ALANGORDO","NM"
"41445","LITTLE RIVER ACADEMY","TX"
"41446","Beamount","TX"
"41447","PIAON HILLS","CA"
"41448","Wabash ","IN"
"41449","Washington ","NY"
"41450","Magla ","NJ"
"41451","Hollister ","CA"
"41452","oakbrook","FL"
"41453","KING OF PTUSSIA","PA"
"41454","Abingdon","PA"
"41455","Willinton","CT"
"41456","Landon ","NJ"
"41457","Jamaica","NJ"
"41458","PLAISTON","NH"
"41459","TEMPE ","AZ"
"41460","Hollis","MA"
"41461","Owe mill","MD"
"41462","Tompkins","NY"
"41463","Penn State","PA"
"41464","Hawaii","PW"
"41465","Sirgainsville","TN"
"41466","Gause","TX"
"41467","Denim Springs","LA"
"41468","Church Ville ","MD"
"41469","rancho Bernardo ","CA"
"41470","ELYRA","OH"
"41471","Madison","CA"
"41472","Cancun, Mexico ","IT"
"41473","champaigne","IL"
"41474","Union Vile","CT"
"41475","Kansas","IL"
"41476","Newburry","MA"
"41477","OTTWA","IL"
"41478","MUSTANG ISLAND","TX"
"41479","Canan","ME"
"41480","Aynor","SC"
"41481","Starkboro","VT"
"41482","Burlengton","VT"
"41483","SNELLVILLER","GA"
"41484","Fairefield","MI"
"41485","Foster Hill","NY"
"41486","el ","TX"
"41487","OLATHE","IL"
"41488","Westorn","NC"
"41489","Arlington Heights ","IL"
"41490","Washingtom","DC"
"41491","surrey, BC canada","IT"
"41492","Sandspoint","NY"
"41493","Detroit1","MI"
"41494","Malboro","MD"
"41495","Montealto","TX"
"41496","Ludington State Park","MI"
"41497","Cache Valley","UT"
"41498","nassivile","TN"
"41499","AUSTN","TX"
"41500","Portsmouth ","RI"
"41501","ROSLIMDALE","MA"
"41502","Meridian ","ID"
"41503","Hunter Creek","FL"
"41504","Hartford, 06112","CT"
"41505","brownsville","RI"
"41506","El Sabrante","CA"
"41507","Ruxbury","NY"
"41508","Paul Smith","NY"
"41509","New York City","CT"
"41510","vail ","AZ"
"41511","WATCHUNNG","NJ"
"41512","DAYTON BAY","OH"
"41513","Fort Wayne ","ID"
"41514","OMAHA ","NE"
"41515","Quebec ","CA"
"41516","Elizabeth","NE"
"41517","springs","CO"
"41518","Morrstown","NJ"
"41519","RENSSELEAR","NY"
"41520","Grove City","OK"
"41521","NEW JERSY","IT"
"41522","WAIKALOA","HI"
"41523","ARLINGTON","IN"
"41524","Philippine, Manila ","IT"
"41525","SHAWNEE","OH"
"41526","Dennison","IA"
"41527","Lake Samish","WA"
"41528","el ce","CA"
"41529","Oak Park","FL"
"41530","Honolulu","CA"
"41531","MIDDLETON","TX"
"41532","NEWARK","MT"
"41533","Richmond ","VI"
"41534","Walnut Creek ","CA"
"41535","defangs","OH"
"41536","Lakewood ","NY"
"41537","ASHVILLE","TN"
"41538","MULLICAHILL","NJ"
"41539","WASHINGTOM TOWNSHIP","PA"
"41540","Mexico","IL"
"41541","DORAVILLE","FL"
"41542","Church","VA"
"41543","Stratford  ","CT"
"41544","Oberlin","LA"
"41545","Altamonte","FL"
"41546","ATTRIDGE","CA"
"41547","Tyson Corner ","VA"
"41548","EAST AMHERST ","NY"
"41549","Cambridge ","MN"
"41550","UNION","MI"
"41551","Ninooka","IL"
"41552","Lynnnwood","WA"
"41553","gainesville","WI"
"41554","Reading","PW"
"41555","WEST HOLYWOOD","CA"
"41556","Collinsville ","IL"
"41557","San Framcisco","CA"
"41558","SOFIA, BULGARIA","IT"
"41559","La Port City","IA"
"41560","BETHELHAM","PA"
"41561","Cariolton","GA"
"41562","Rowland","NY"
"41563","sanbenito","TX"
"41564","Norfolk - 02056","MA"
"41565"," Detroit","MI"
"41566","SALINAS","AZ"
"41567","DEMING","NJ"
"41568","Buffalo","MO"
"41569","Amawalk","NY"
"41570","Keeseville","MD"
